"","pmax","sh","stability","S","CA","CS","CB","N"
"2428",0.86241610738255,1193.88322147651,"seagrass",191.3,0.32,3.69,5882.84,0.07
"2429",0.875838926174497,1193.88322147651,"seagrass",191.21,0.32,3.69,5887.53,0.08
"2430",0.889261744966443,1193.88322147651,"seagrass",190.96,0.33,3.68,5888.4,0.08
"2431",0.902684563758389,1193.88322147651,"seagrass",190.54,0.33,3.67,5884.47,0.09
"2432",0.916107382550336,1193.88322147651,"seagrass",189.89,0.34,3.66,5874.35,0.1
"2433",0.929530201342282,1193.88322147651,"seagrass",188.93,0.34,3.64,5856.06,0.11
"2434",0.942953020134228,1193.88322147651,"seagrass",187.55,0.35,3.62,5826.54,0.12
"2435",0.956375838926175,1193.88322147651,"bistable",185.57,0.35,3.58,5780.88,0.14
"2436",0.969798657718121,1193.88322147651,"bistable",182.66,0.36,3.53,5710.31,0.16
"2437",0.983221476510067,1193.88322147651,"bistable",178.15,0.36,3.45,5596.69,0.19
"2438",0.996644295302013,1193.88322147651,"bistable",170.23,0.36,3.31,5390.36,0.23
"2439",1.01006711409396,1193.88322147651,"bare",0,0.33,0,484.87,1.31
"2440",1.02348993288591,1193.88322147651,"bare",0,0.34,0,491.31,1.31
"2441",1.03691275167785,1193.88322147651,"bare",0,0.34,0,497.76,1.31
"2442",1.0503355704698,1193.88322147651,"bare",0,0.35,0,504.2,1.32
"2443",1.06375838926175,1193.88322147651,"bare",0,0.35,0,510.65,1.32
"2444",1.07718120805369,1193.88322147651,"bare",0,0.35,0,517.09,1.33
"2445",1.09060402684564,1193.88322147651,"bare",0,0.36,0,523.54,1.33
"2446",1.10402684563758,1193.88322147651,"bare",0,0.36,0,529.98,1.33
"2447",1.11744966442953,1193.88322147651,"bare",0,0.37,0,536.43,1.34
"2448",1.13087248322148,1193.88322147651,"bare",0,0.37,0,542.87,1.34
"2449",1.14429530201342,1193.88322147651,"bare",0,0.38,0,549.32,1.35
"2450",1.15771812080537,1193.88322147651,"bare",0,0.38,0,555.76,1.35
"2451",1.17114093959732,1193.88322147651,"bare",0,0.39,0,562.21,1.35
"2452",1.18456375838926,1193.88322147651,"bare",0,0.39,0,568.65,1.36
"2453",1.19798657718121,1193.88322147651,"bare",0,0.39,0,575.1,1.36
"2454",1.21140939597315,1193.88322147651,"bare",0,0.4,0,581.54,1.37
"2455",1.2248322147651,1193.88322147651,"bare",0,0.4,0,587.99,1.37
"2456",1.23825503355705,1193.88322147651,"bare",0,0.41,0,594.43,1.37
"2457",1.25167785234899,1193.88322147651,"bare",0,0.41,0,600.88,1.38
"2458",1.26510067114094,1193.88322147651,"bare",0,0.42,0,607.33,1.38
"2459",1.27852348993289,1193.88322147651,"bare",0,0.42,0,613.77,1.39
"2460",1.29194630872483,1193.88322147651,"bare",0,0.43,0,620.22,1.39
"2461",1.30536912751678,1193.88322147651,"bare",0,0.43,0,626.66,1.39
"2462",1.31879194630872,1193.88322147651,"bare",0,0.43,0,633.11,1.4
"2463",1.33221476510067,1193.88322147651,"bare",0,0.44,0,639.55,1.4
"2464",1.34563758389262,1193.88322147651,"bare",0,0.44,0,646,1.41
"2465",1.35906040268456,1193.88322147651,"bare",0,0.45,0,652.45,1.41
"2466",1.37248322147651,1193.88322147651,"bare",0,0.45,0,658.89,1.41
"2467",1.38590604026846,1193.88322147651,"bare",0,0.46,0,665.34,1.42
"2468",1.3993288590604,1193.88322147651,"bare",0,0.46,0,671.78,1.42
"2469",1.41275167785235,1193.88322147651,"bare",0,0.47,0,678.23,1.43
"2470",1.4261744966443,1193.88322147651,"bare",0,0.47,0,684.68,1.43
"2471",1.43959731543624,1193.88322147651,"bare",0,0.47,0,691.12,1.44
"2472",1.45302013422819,1193.88322147651,"bare",0,0.48,0,697.57,1.44
"2473",1.46644295302013,1193.88322147651,"bare",0,0.48,0,704.01,1.44
"2474",1.47986577181208,1193.88322147651,"bare",0,0.49,0,710.46,1.45
"2475",1.49328859060403,1193.88322147651,"bare",0,0.49,0,716.91,1.45
"2476",1.50671140939597,1193.88322147651,"bare",0,0.5,0,723.35,1.46
"2477",1.52013422818792,1193.88322147651,"bare",0,0.5,0,729.8,1.46
"2478",1.53355704697987,1193.88322147651,"bare",0,0.5,0,736.25,1.46
"2479",1.54697986577181,1193.88322147651,"bare",0,0.51,0,742.69,1.47
"2480",1.56040268456376,1193.88322147651,"bare",0,0.51,0,749.14,1.47
"2481",1.5738255033557,1193.88322147651,"bare",0,0.52,0,755.58,1.48
"2482",1.58724832214765,1193.88322147651,"bare",0,0.52,0,762.03,1.48
"2483",1.6006711409396,1193.88322147651,"bare",0,0.53,0,768.48,1.48
"2484",1.61409395973154,1193.88322147651,"bare",0,0.53,0,774.92,1.49
"2485",1.62751677852349,1193.88322147651,"bare",0,0.54,0,781.37,1.49
"2486",1.64093959731544,1193.88322147651,"bare",0,0.54,0,787.82,1.5
"2487",1.65436241610738,1193.88322147651,"bare",0,0.54,0,794.26,1.5
"2488",1.66778523489933,1193.88322147651,"bare",0,0.55,0,800.71,1.5
"2489",1.68120805369128,1193.88322147651,"bare",0,0.55,0,807.16,1.51
"2490",1.69463087248322,1193.88322147651,"bare",0,0.56,0,813.6,1.51
"2491",1.70805369127517,1193.88322147651,"bare",0,0.56,0,820.05,1.52
"2492",1.72147651006711,1193.88322147651,"bare",0,0.57,0,826.5,1.52
"2493",1.73489932885906,1193.88322147651,"bare",0,0.57,0,832.95,1.52
"2494",1.74832214765101,1193.88322147651,"bare",0,0.58,0,839.39,1.53
"2495",1.76174496644295,1193.88322147651,"bare",0,0.58,0,845.84,1.53
"2496",1.7751677852349,1193.88322147651,"bare",0,0.58,0,852.29,1.54
"2497",1.78859060402685,1193.88322147651,"bare",0,0.59,0,858.73,1.54
"2498",1.80201342281879,1193.88322147651,"bare",0,0.59,0,865.18,1.54
"2499",1.81543624161074,1193.88322147651,"bare",0,0.6,0,871.63,1.55
"2500",1.82885906040268,1193.88322147651,"bare",0,0.6,0,878.07,1.55
"2501",1.84228187919463,1193.88322147651,"bare",0,0.61,0,884.52,1.56
"2502",1.85570469798658,1193.88322147651,"bare",0,0.61,0,890.97,1.56
"2503",1.86912751677852,1193.88322147651,"bare",0,0.62,0,897.42,1.56
"2504",1.88255033557047,1193.88322147651,"bare",0,0.62,0,903.86,1.57
"2505",1.89597315436242,1193.88322147651,"bare",0,0.62,0,910.31,1.57
"2506",1.90939597315436,1193.88322147651,"bare",0,0.63,0,916.76,1.58
"2507",1.92281879194631,1193.88322147651,"bare",0,0.63,0,923.21,1.58
"2508",1.93624161073825,1193.88322147651,"bare",0,0.64,0,929.65,1.59
"2509",1.9496644295302,1193.88322147651,"bare",0,0.64,0,936.1,1.59
"2510",1.96308724832215,1193.88322147651,"bare",0,0.65,0,942.55,1.59
"2511",1.97651006711409,1193.88322147651,"bare",0,0.65,0,949,1.6
"2512",1.98993288590604,1193.88322147651,"bare",0,0.66,0,955.44,1.6
"2513",2.00335570469799,1193.88322147651,"bare",0,0.66,0,961.89,1.61
"2514",2.01677852348993,1193.88322147651,"bare",0,0.66,0,968.34,1.61
"2515",2.03020134228188,1193.88322147651,"bare",0,0.67,0,974.79,1.61
"2516",2.04362416107383,1193.88322147651,"bare",0,0.67,0,981.24,1.62
"2517",2.05704697986577,1193.88322147651,"bare",0,0.68,0,987.68,1.62
"2518",2.07046979865772,1193.88322147651,"bare",0,0.68,0,994.13,1.63
"2519",2.08389261744966,1193.88322147651,"bare",0,0.69,0,1000.58,1.63
"2520",2.09731543624161,1193.88322147651,"bare",0,0.69,0,1007.03,1.63
"2521",2.11073825503356,1193.88322147651,"bare",0,0.69,0,1013.48,1.64
"2522",2.1241610738255,1193.88322147651,"bare",0,0.7,0,1019.92,1.64
"2523",2.13758389261745,1193.88322147651,"bare",0,0.7,0,1026.37,1.65
"2524",2.1510067114094,1193.88322147651,"bare",0,0.71,0,1032.82,1.65
"2525",2.16442953020134,1193.88322147651,"bare",0,0.71,0,1039.27,1.65
"2526",2.17785234899329,1193.88322147651,"bare",0,0.72,0,1045.72,1.66
"2527",2.19127516778523,1193.88322147651,"bare",0,0.72,0,1052.16,1.66
"2528",2.20469798657718,1193.88322147651,"bare",0,0.73,0,1058.61,1.67
"2529",2.21812080536913,1193.88322147651,"bare",0,0.73,0,1065.06,1.67
"2530",2.23154362416107,1193.88322147651,"bare",0,0.73,0,1071.51,1.67
"2531",2.24496644295302,1193.88322147651,"bare",0,0.74,0,1077.96,1.68
"2532",2.25838926174497,1193.88322147651,"bare",0,0.74,0,1084.41,1.68
"2533",2.27181208053691,1193.88322147651,"bare",0,0.75,0,1090.85,1.69
"2534",2.28523489932886,1193.88322147651,"bare",0,0.75,0,1097.3,1.69
"2535",2.29865771812081,1193.88322147651,"bare",0,0.76,0,1103.75,1.69
"2536",2.31208053691275,1193.88322147651,"bare",0,0.76,0,1110.2,1.7
"2537",2.3255033557047,1193.88322147651,"bare",0,0.77,0,1116.65,1.7
"2538",2.33892617449664,1193.88322147651,"bare",0,0.77,0,1123.1,1.71
"2539",2.35234899328859,1193.88322147651,"bare",0,0.77,0,1129.55,1.71
"2540",2.36577181208054,1193.88322147651,"bare",0,0.78,0,1136,1.72
"2541",2.37919463087248,1193.88322147651,"bare",0,0.78,0,1142.44,1.72
"2542",2.39261744966443,1193.88322147651,"bare",0,0.79,0,1148.89,1.72
"2543",2.40604026845638,1193.88322147651,"bare",0,0.79,0,1155.34,1.73
"2544",2.41946308724832,1193.88322147651,"bare",0,0.8,0,1161.79,1.73
"2545",2.43288590604027,1193.88322147651,"bare",0,0.8,0,1168.24,1.74
"2546",2.44630872483221,1193.88322147651,"bare",0,0.81,0,1174.69,1.74
"2547",2.45973154362416,1193.88322147651,"bare",0,0.81,0,1181.14,1.74
"2548",2.47315436241611,1193.88322147651,"bare",0,0.81,0,1187.59,1.75
"2549",2.48657718120805,1193.88322147651,"bare",0,0.82,0,1194.04,1.75
"2550",2.5,1193.88322147651,"bare",0,0.82,0,1200.49,1.76
"2551",0.5,1267.61342281879,"seagrass",175.84,0.18,3.42,5292.34,0.03
"2552",0.513422818791946,1267.61342281879,"seagrass",176.51,0.19,3.44,5317.81,0.03
"2553",0.526845637583893,1267.61342281879,"seagrass",177.19,0.19,3.45,5343.14,0.03
"2554",0.540268456375839,1267.61342281879,"seagrass",177.86,0.2,3.46,5368.33,0.03
"2555",0.553691275167785,1267.61342281879,"seagrass",178.52,0.2,3.47,5393.36,0.03
"2556",0.567114093959732,1267.61342281879,"seagrass",179.18,0.21,3.48,5418.22,0.03
"2557",0.580536912751678,1267.61342281879,"seagrass",179.83,0.21,3.5,5442.88,0.03
"2558",0.593959731543624,1267.61342281879,"seagrass",180.47,0.22,3.51,5467.33,0.03
"2559",0.60738255033557,1267.61342281879,"seagrass",181.1,0.22,3.52,5491.55,0.03
"2560",0.620805369127517,1267.61342281879,"seagrass",181.72,0.23,3.53,5515.52,0.03
"2561",0.634228187919463,1267.61342281879,"seagrass",182.34,0.23,3.54,5539.2,0.04
"2562",0.647651006711409,1267.61342281879,"seagrass",182.94,0.24,3.55,5562.57,0.04
"2563",0.661073825503356,1267.61342281879,"seagrass",183.53,0.24,3.56,5585.59,0.04
"2564",0.674496644295302,1267.61342281879,"seagrass",184.1,0.25,3.57,5608.22,0.04
"2565",0.687919463087248,1267.61342281879,"seagrass",184.66,0.25,3.58,5630.43,0.04
"2566",0.701342281879195,1267.61342281879,"seagrass",185.2,0.26,3.59,5652.15,0.04
"2567",0.714765100671141,1267.61342281879,"seagrass",185.72,0.26,3.6,5673.33,0.04
"2568",0.728187919463087,1267.61342281879,"seagrass",186.22,0.27,3.61,5693.9,0.05
"2569",0.741610738255034,1267.61342281879,"seagrass",186.69,0.27,3.62,5713.78,0.05
"2570",0.75503355704698,1267.61342281879,"seagrass",187.13,0.28,3.63,5732.87,0.05
"2571",0.768456375838926,1267.61342281879,"seagrass",187.54,0.28,3.63,5751.07,0.05
"2572",0.781879194630873,1267.61342281879,"seagrass",187.91,0.29,3.64,5768.25,0.05
"2573",0.795302013422819,1267.61342281879,"seagrass",188.24,0.29,3.65,5784.23,0.06
"2574",0.808724832214765,1267.61342281879,"seagrass",188.52,0.3,3.65,5798.83,0.06
"2575",0.822147651006711,1267.61342281879,"seagrass",188.73,0.3,3.66,5811.81,0.06
"2576",0.835570469798658,1267.61342281879,"seagrass",188.87,0.31,3.66,5822.88,0.07
"2577",0.848993288590604,1267.61342281879,"seagrass",188.93,0.31,3.66,5831.65,0.07
"2578",0.86241610738255,1267.61342281879,"seagrass",188.88,0.32,3.66,5837.66,0.08
"2579",0.875838926174497,1267.61342281879,"seagrass",188.71,0.32,3.66,5840.27,0.08
"2580",0.889261744966443,1267.61342281879,"seagrass",188.38,0.33,3.65,5838.65,0.09
"2581",0.902684563758389,1267.61342281879,"seagrass",187.85,0.33,3.64,5831.66,0.1
"2582",0.916107382550336,1267.61342281879,"seagrass",187.06,0.34,3.63,5817.67,0.1
"2583",0.929530201342282,1267.61342281879,"seagrass",185.93,0.34,3.61,5794.3,0.12
"2584",0.942953020134228,1267.61342281879,"seagrass",184.3,0.34,3.58,5757.83,0.13
"2585",0.956375838926175,1267.61342281879,"bistable",181.96,0.35,3.53,5702.01,0.15
"2586",0.969798657718121,1267.61342281879,"bistable",178.48,0.35,3.47,5615.17,0.17
"2587",0.983221476510067,1267.61342281879,"bistable",172.9,0.36,3.37,5471.05,0.21
"2588",0.996644295302013,1267.61342281879,"bistable",162.01,0.36,3.17,5181.28,0.27
"2589",1.01006711409396,1267.61342281879,"bare",0,0.33,0,484.87,1.31
"2590",1.02348993288591,1267.61342281879,"bare",0,0.34,0,491.31,1.31
"2591",1.03691275167785,1267.61342281879,"bare",0,0.34,0,497.76,1.31
"2592",1.0503355704698,1267.61342281879,"bare",0,0.35,0,504.2,1.32
"2593",1.06375838926175,1267.61342281879,"bare",0,0.35,0,510.65,1.32
"2594",1.07718120805369,1267.61342281879,"bare",0,0.35,0,517.09,1.33
"2595",1.09060402684564,1267.61342281879,"bare",0,0.36,0,523.54,1.33
"2596",1.10402684563758,1267.61342281879,"bare",0,0.36,0,529.98,1.33
"2597",1.11744966442953,1267.61342281879,"bare",0,0.37,0,536.43,1.34
"2598",1.13087248322148,1267.61342281879,"bare",0,0.37,0,542.87,1.34
"2599",1.14429530201342,1267.61342281879,"bare",0,0.38,0,549.32,1.35
"2600",1.15771812080537,1267.61342281879,"bare",0,0.38,0,555.76,1.35
"2601",1.17114093959732,1267.61342281879,"bare",0,0.39,0,562.21,1.35
"2602",1.18456375838926,1267.61342281879,"bare",0,0.39,0,568.65,1.36
"2603",1.19798657718121,1267.61342281879,"bare",0,0.39,0,575.1,1.36
"2604",1.21140939597315,1267.61342281879,"bare",0,0.4,0,581.54,1.37
"2605",1.2248322147651,1267.61342281879,"bare",0,0.4,0,587.99,1.37
"2606",1.23825503355705,1267.61342281879,"bare",0,0.41,0,594.43,1.37
"2607",1.25167785234899,1267.61342281879,"bare",0,0.41,0,600.88,1.38
"2608",1.26510067114094,1267.61342281879,"bare",0,0.42,0,607.33,1.38
"2609",1.27852348993289,1267.61342281879,"bare",0,0.42,0,613.77,1.39
"2610",1.29194630872483,1267.61342281879,"bare",0,0.43,0,620.22,1.39
"2611",1.30536912751678,1267.61342281879,"bare",0,0.43,0,626.66,1.39
"2612",1.31879194630872,1267.61342281879,"bare",0,0.43,0,633.11,1.4
"2613",1.33221476510067,1267.61342281879,"bare",0,0.44,0,639.55,1.4
"2614",1.34563758389262,1267.61342281879,"bare",0,0.44,0,646,1.41
"2615",1.35906040268456,1267.61342281879,"bare",0,0.45,0,652.45,1.41
"2616",1.37248322147651,1267.61342281879,"bare",0,0.45,0,658.89,1.41
"2617",1.38590604026846,1267.61342281879,"bare",0,0.46,0,665.34,1.42
"2618",1.3993288590604,1267.61342281879,"bare",0,0.46,0,671.78,1.42
"2619",1.41275167785235,1267.61342281879,"bare",0,0.47,0,678.23,1.43
"2620",1.4261744966443,1267.61342281879,"bare",0,0.47,0,684.68,1.43
"2621",1.43959731543624,1267.61342281879,"bare",0,0.47,0,691.12,1.44
"2622",1.45302013422819,1267.61342281879,"bare",0,0.48,0,697.57,1.44
"2623",1.46644295302013,1267.61342281879,"bare",0,0.48,0,704.01,1.44
"2624",1.47986577181208,1267.61342281879,"bare",0,0.49,0,710.46,1.45
"2625",1.49328859060403,1267.61342281879,"bare",0,0.49,0,716.91,1.45
"2626",1.50671140939597,1267.61342281879,"bare",0,0.5,0,723.35,1.46
"2627",1.52013422818792,1267.61342281879,"bare",0,0.5,0,729.8,1.46
"2628",1.53355704697987,1267.61342281879,"bare",0,0.5,0,736.25,1.46
"2629",1.54697986577181,1267.61342281879,"bare",0,0.51,0,742.69,1.47
"2630",1.56040268456376,1267.61342281879,"bare",0,0.51,0,749.14,1.47
"2631",1.5738255033557,1267.61342281879,"bare",0,0.52,0,755.58,1.48
"2632",1.58724832214765,1267.61342281879,"bare",0,0.52,0,762.03,1.48
"2633",1.6006711409396,1267.61342281879,"bare",0,0.53,0,768.48,1.48
"2634",1.61409395973154,1267.61342281879,"bare",0,0.53,0,774.92,1.49
"2635",1.62751677852349,1267.61342281879,"bare",0,0.54,0,781.37,1.49
"2636",1.64093959731544,1267.61342281879,"bare",0,0.54,0,787.82,1.5
"2637",1.65436241610738,1267.61342281879,"bare",0,0.54,0,794.26,1.5
"2638",1.66778523489933,1267.61342281879,"bare",0,0.55,0,800.71,1.5
"2639",1.68120805369128,1267.61342281879,"bare",0,0.55,0,807.16,1.51
"2640",1.69463087248322,1267.61342281879,"bare",0,0.56,0,813.6,1.51
"2641",1.70805369127517,1267.61342281879,"bare",0,0.56,0,820.05,1.52
"2642",1.72147651006711,1267.61342281879,"bare",0,0.57,0,826.5,1.52
"2643",1.73489932885906,1267.61342281879,"bare",0,0.57,0,832.95,1.52
"2644",1.74832214765101,1267.61342281879,"bare",0,0.58,0,839.39,1.53
"2645",1.76174496644295,1267.61342281879,"bare",0,0.58,0,845.84,1.53
"2646",1.7751677852349,1267.61342281879,"bare",0,0.58,0,852.29,1.54
"2647",1.78859060402685,1267.61342281879,"bare",0,0.59,0,858.73,1.54
"2648",1.80201342281879,1267.61342281879,"bare",0,0.59,0,865.18,1.54
"2649",1.81543624161074,1267.61342281879,"bare",0,0.6,0,871.63,1.55
"2650",1.82885906040268,1267.61342281879,"bare",0,0.6,0,878.07,1.55
"2651",1.84228187919463,1267.61342281879,"bare",0,0.61,0,884.52,1.56
"2652",1.85570469798658,1267.61342281879,"bare",0,0.61,0,890.97,1.56
"2653",1.86912751677852,1267.61342281879,"bare",0,0.62,0,897.42,1.56
"2654",1.88255033557047,1267.61342281879,"bare",0,0.62,0,903.86,1.57
"2655",1.89597315436242,1267.61342281879,"bare",0,0.62,0,910.31,1.57
"2656",1.90939597315436,1267.61342281879,"bare",0,0.63,0,916.76,1.58
"2657",1.92281879194631,1267.61342281879,"bare",0,0.63,0,923.21,1.58
"2658",1.93624161073825,1267.61342281879,"bare",0,0.64,0,929.65,1.59
"2659",1.9496644295302,1267.61342281879,"bare",0,0.64,0,936.1,1.59
"2660",1.96308724832215,1267.61342281879,"bare",0,0.65,0,942.55,1.59
"2661",1.97651006711409,1267.61342281879,"bare",0,0.65,0,949,1.6
"2662",1.98993288590604,1267.61342281879,"bare",0,0.66,0,955.44,1.6
"2663",2.00335570469799,1267.61342281879,"bare",0,0.66,0,961.89,1.61
"2664",2.01677852348993,1267.61342281879,"bare",0,0.66,0,968.34,1.61
"2665",2.03020134228188,1267.61342281879,"bare",0,0.67,0,974.79,1.61
"2666",2.04362416107383,1267.61342281879,"bare",0,0.67,0,981.24,1.62
"2667",2.05704697986577,1267.61342281879,"bare",0,0.68,0,987.68,1.62
"2668",2.07046979865772,1267.61342281879,"bare",0,0.68,0,994.13,1.63
"2669",2.08389261744966,1267.61342281879,"bare",0,0.69,0,1000.58,1.63
"2670",2.09731543624161,1267.61342281879,"bare",0,0.69,0,1007.03,1.63
"2671",2.11073825503356,1267.61342281879,"bare",0,0.69,0,1013.48,1.64
"2672",2.1241610738255,1267.61342281879,"bare",0,0.7,0,1019.92,1.64
"2673",2.13758389261745,1267.61342281879,"bare",0,0.7,0,1026.37,1.65
"2674",2.1510067114094,1267.61342281879,"bare",0,0.71,0,1032.82,1.65
"2675",2.16442953020134,1267.61342281879,"bare",0,0.71,0,1039.27,1.65
"2676",2.17785234899329,1267.61342281879,"bare",0,0.72,0,1045.72,1.66
"2677",2.19127516778523,1267.61342281879,"bare",0,0.72,0,1052.16,1.66
"2678",2.20469798657718,1267.61342281879,"bare",0,0.73,0,1058.61,1.67
"2679",2.21812080536913,1267.61342281879,"bare",0,0.73,0,1065.06,1.67
"2680",2.23154362416107,1267.61342281879,"bare",0,0.73,0,1071.51,1.67
"2681",2.24496644295302,1267.61342281879,"bare",0,0.74,0,1077.96,1.68
"2682",2.25838926174497,1267.61342281879,"bare",0,0.74,0,1084.41,1.68
"2683",2.27181208053691,1267.61342281879,"bare",0,0.75,0,1090.85,1.69
"2684",2.28523489932886,1267.61342281879,"bare",0,0.75,0,1097.3,1.69
"2685",2.29865771812081,1267.61342281879,"bare",0,0.76,0,1103.75,1.69
"2686",2.31208053691275,1267.61342281879,"bare",0,0.76,0,1110.2,1.7
"2687",2.3255033557047,1267.61342281879,"bare",0,0.77,0,1116.65,1.7
"2688",2.33892617449664,1267.61342281879,"bare",0,0.77,0,1123.1,1.71
"2689",2.35234899328859,1267.61342281879,"bare",0,0.77,0,1129.55,1.71
"2690",2.36577181208054,1267.61342281879,"bare",0,0.78,0,1136,1.72
"2691",2.37919463087248,1267.61342281879,"bare",0,0.78,0,1142.44,1.72
"2692",2.39261744966443,1267.61342281879,"bare",0,0.79,0,1148.89,1.72
"2693",2.40604026845638,1267.61342281879,"bare",0,0.79,0,1155.34,1.73
"2694",2.41946308724832,1267.61342281879,"bare",0,0.8,0,1161.79,1.73
"2695",2.43288590604027,1267.61342281879,"bare",0,0.8,0,1168.24,1.74
"2696",2.44630872483221,1267.61342281879,"bare",0,0.81,0,1174.69,1.74
"2697",2.45973154362416,1267.61342281879,"bare",0,0.81,0,1181.14,1.74
"2698",2.47315436241611,1267.61342281879,"bare",0,0.81,0,1187.59,1.75
"2699",2.48657718120805,1267.61342281879,"bare",0,0.82,0,1194.04,1.75
"2700",2.5,1267.61342281879,"bare",0,0.82,0,1200.49,1.76
"2701",0.5,1341.34362416107,"seagrass",174.43,0.18,3.41,5270.32,0.03
"2702",0.513422818791946,1341.34362416107,"seagrass",175.09,0.19,3.42,5295.41,0.03
"2703",0.526845637583893,1341.34362416107,"seagrass",175.75,0.19,3.43,5320.36,0.03
"2704",0.540268456375839,1341.34362416107,"seagrass",176.4,0.2,3.45,5345.15,0.03
"2705",0.553691275167785,1341.34362416107,"seagrass",177.04,0.2,3.46,5369.78,0.03
"2706",0.567114093959732,1341.34362416107,"seagrass",177.68,0.21,3.47,5394.22,0.03
"2707",0.580536912751678,1341.34362416107,"seagrass",178.31,0.21,3.48,5418.47,0.03
"2708",0.593959731543624,1341.34362416107,"seagrass",178.94,0.22,3.49,5442.49,0.03
"2709",0.60738255033557,1341.34362416107,"seagrass",179.55,0.22,3.5,5466.27,0.03
"2710",0.620805369127517,1341.34362416107,"seagrass",180.15,0.23,3.51,5489.78,0.04
"2711",0.634228187919463,1341.34362416107,"seagrass",180.75,0.23,3.53,5512.99,0.04
"2712",0.647651006711409,1341.34362416107,"seagrass",181.33,0.24,3.54,5535.88,0.04
"2713",0.661073825503356,1341.34362416107,"seagrass",181.89,0.24,3.55,5558.4,0.04
"2714",0.674496644295302,1341.34362416107,"seagrass",182.45,0.24,3.56,5580.51,0.04
"2715",0.687919463087248,1341.34362416107,"seagrass",182.98,0.25,3.57,5602.18,0.04
"2716",0.701342281879195,1341.34362416107,"seagrass",183.5,0.25,3.58,5623.33,0.04
"2717",0.714765100671141,1341.34362416107,"seagrass",184,0.26,3.58,5643.92,0.04
"2718",0.728187919463087,1341.34362416107,"seagrass",184.47,0.26,3.59,5663.86,0.05
"2719",0.741610738255034,1341.34362416107,"seagrass",184.91,0.27,3.6,5683.08,0.05
"2720",0.75503355704698,1341.34362416107,"seagrass",185.33,0.27,3.61,5701.46,0.05
"2721",0.768456375838926,1341.34362416107,"seagrass",185.71,0.28,3.62,5718.9,0.05
"2722",0.781879194630873,1341.34362416107,"seagrass",186.05,0.28,3.62,5735.25,0.06
"2723",0.795302013422819,1341.34362416107,"seagrass",186.34,0.29,3.63,5750.33,0.06
"2724",0.808724832214765,1341.34362416107,"seagrass",186.58,0.29,3.63,5763.94,0.06
"2725",0.822147651006711,1341.34362416107,"seagrass",186.75,0.3,3.63,5775.82,0.07
"2726",0.835570469798658,1341.34362416107,"seagrass",186.85,0.3,3.64,5785.64,0.07
"2727",0.848993288590604,1341.34362416107,"seagrass",186.86,0.31,3.64,5792.99,0.07
"2728",0.86241610738255,1341.34362416107,"seagrass",186.75,0.31,3.63,5797.33,0.08
"2729",0.875838926174497,1341.34362416107,"seagrass",186.51,0.32,3.63,5797.97,0.08
"2730",0.889261744966443,1341.34362416107,"seagrass",186.1,0.32,3.62,5793.96,0.09
"2731",0.902684563758389,1341.34362416107,"seagrass",185.46,0.33,3.61,5784,0.1
"2732",0.916107382550336,1341.34362416107,"seagrass",184.54,0.33,3.59,5766.21,0.11
"2733",0.929530201342282,1341.34362416107,"seagrass",183.23,0.34,3.57,5737.78,0.12
"2734",0.942953020134228,1341.34362416107,"seagrass",181.36,0.34,3.54,5694.2,0.14
"2735",0.956375838926175,1341.34362416107,"bistable",178.65,0.35,3.49,5627.69,0.16
"2736",0.969798657718121,1341.34362416107,"bistable",174.54,0.35,3.41,5522.92,0.18
"2737",0.983221476510067,1341.34362416107,"bistable",167.66,0.35,3.29,5341.93,0.23
"2738",0.996644295302013,1341.34362416107,"bistable",151.77,0.36,2.99,4911.28,0.32
"2739",1.01006711409396,1341.34362416107,"bare",0,0.33,0,484.87,1.31
"2740",1.02348993288591,1341.34362416107,"bare",0,0.34,0,491.31,1.31
"2741",1.03691275167785,1341.34362416107,"bare",0,0.34,0,497.76,1.31
"2742",1.0503355704698,1341.34362416107,"bare",0,0.35,0,504.2,1.32
"2743",1.06375838926175,1341.34362416107,"bare",0,0.35,0,510.65,1.32
"2744",1.07718120805369,1341.34362416107,"bare",0,0.35,0,517.09,1.33
"2745",1.09060402684564,1341.34362416107,"bare",0,0.36,0,523.54,1.33
"2746",1.10402684563758,1341.34362416107,"bare",0,0.36,0,529.98,1.33
"2747",1.11744966442953,1341.34362416107,"bare",0,0.37,0,536.43,1.34
"2748",1.13087248322148,1341.34362416107,"bare",0,0.37,0,542.87,1.34
"2749",1.14429530201342,1341.34362416107,"bare",0,0.38,0,549.32,1.35
"2750",1.15771812080537,1341.34362416107,"bare",0,0.38,0,555.76,1.35
"2751",1.17114093959732,1341.34362416107,"bare",0,0.39,0,562.21,1.35
"2752",1.18456375838926,1341.34362416107,"bare",0,0.39,0,568.65,1.36
"2753",1.19798657718121,1341.34362416107,"bare",0,0.39,0,575.1,1.36
"2754",1.21140939597315,1341.34362416107,"bare",0,0.4,0,581.54,1.37
"2755",1.2248322147651,1341.34362416107,"bare",0,0.4,0,587.99,1.37
"2756",1.23825503355705,1341.34362416107,"bare",0,0.41,0,594.43,1.37
"2757",1.25167785234899,1341.34362416107,"bare",0,0.41,0,600.88,1.38
"2758",1.26510067114094,1341.34362416107,"bare",0,0.42,0,607.33,1.38
"2759",1.27852348993289,1341.34362416107,"bare",0,0.42,0,613.77,1.39
"2760",1.29194630872483,1341.34362416107,"bare",0,0.43,0,620.22,1.39
