"","ma","nr","stability","S","CA","CS","CB","N"
"5947",0.00386577181208054,0.037248322147651,"bare",0,0.16,0,235.41,1.15
"5948",0.00390604026845638,0.037248322147651,"bare",0,0.16,0,235.37,1.15
"5949",0.00394630872483222,0.037248322147651,"bare",0,0.16,0,235.32,1.15
"5950",0.00398657718120805,0.037248322147651,"bare",0,0.16,0,235.27,1.15
"5951",0.00402684563758389,0.037248322147651,"bare",0,0.16,0,235.23,1.15
"5952",0.00406711409395973,0.037248322147651,"bare",0,0.16,0,235.18,1.15
"5953",0.00410738255033557,0.037248322147651,"bare",0,0.16,0,235.13,1.15
"5954",0.00414765100671141,0.037248322147651,"bare",0,0.16,0,235.09,1.15
"5955",0.00418791946308725,0.037248322147651,"bare",0,0.16,0,235.04,1.15
"5956",0.00422818791946309,0.037248322147651,"bare",0,0.16,0,234.99,1.15
"5957",0.00426845637583893,0.037248322147651,"bare",0,0.16,0,234.95,1.15
"5958",0.00430872483221477,0.037248322147651,"bare",0,0.16,0,234.9,1.15
"5959",0.0043489932885906,0.037248322147651,"bare",0,0.16,0,234.85,1.15
"5960",0.00438926174496644,0.037248322147651,"bare",0,0.16,0,234.81,1.15
"5961",0.00442953020134228,0.037248322147651,"bare",0,0.16,0,234.76,1.15
"5962",0.00446979865771812,0.037248322147651,"bare",0,0.16,0,234.71,1.15
"5963",0.00451006711409396,0.037248322147651,"bare",0,0.16,0,234.67,1.15
"5964",0.0045503355704698,0.037248322147651,"bare",0,0.16,0,234.62,1.15
"5965",0.00459060402684564,0.037248322147651,"bare",0,0.16,0,234.57,1.15
"5966",0.00463087248322148,0.037248322147651,"bare",0,0.16,0,234.53,1.15
"5967",0.00467114093959732,0.037248322147651,"bare",0,0.16,0,234.48,1.15
"5968",0.00471140939597316,0.037248322147651,"bare",0,0.16,0,234.43,1.15
"5969",0.00475167785234899,0.037248322147651,"bare",0,0.16,0,234.39,1.15
"5970",0.00479194630872483,0.037248322147651,"bare",0,0.16,0,234.34,1.15
"5971",0.00483221476510067,0.037248322147651,"bare",0,0.16,0,234.3,1.15
"5972",0.00487248322147651,0.037248322147651,"bare",0,0.16,0,234.25,1.15
"5973",0.00491275167785235,0.037248322147651,"bare",0,0.16,0,234.2,1.15
"5974",0.00495302013422819,0.037248322147651,"bare",0,0.16,0,234.16,1.15
"5975",0.00499328859060403,0.037248322147651,"bare",0,0.16,0,234.11,1.15
"5976",0.00503355704697987,0.037248322147651,"bare",0,0.16,0,234.06,1.15
"5977",0.0050738255033557,0.037248322147651,"bare",0,0.16,0,234.02,1.15
"5978",0.00511409395973154,0.037248322147651,"bare",0,0.16,0,233.97,1.15
"5979",0.00515436241610738,0.037248322147651,"bare",0,0.16,0,233.93,1.15
"5980",0.00519463087248322,0.037248322147651,"bare",0,0.16,0,233.88,1.15
"5981",0.00523489932885906,0.037248322147651,"bare",0,0.16,0,233.83,1.15
"5982",0.0052751677852349,0.037248322147651,"bare",0,0.16,0,233.79,1.15
"5983",0.00531543624161074,0.037248322147651,"bare",0,0.16,0,233.74,1.15
"5984",0.00535570469798658,0.037248322147651,"bare",0,0.16,0,233.69,1.15
"5985",0.00539597315436242,0.037248322147651,"bare",0,0.16,0,233.65,1.15
"5986",0.00543624161073826,0.037248322147651,"bare",0,0.16,0,233.6,1.15
"5987",0.00547651006711409,0.037248322147651,"bare",0,0.16,0,233.56,1.15
"5988",0.00551677852348993,0.037248322147651,"bare",0,0.16,0,233.51,1.15
"5989",0.00555704697986577,0.037248322147651,"bare",0,0.16,0,233.46,1.15
"5990",0.00559731543624161,0.037248322147651,"bare",0,0.16,0,233.42,1.15
"5991",0.00563758389261745,0.037248322147651,"bare",0,0.16,0,233.37,1.15
"5992",0.00567785234899329,0.037248322147651,"bare",0,0.16,0,233.33,1.15
"5993",0.00571812080536913,0.037248322147651,"bare",0,0.16,0,233.28,1.15
"5994",0.00575838926174497,0.037248322147651,"bare",0,0.16,0,233.23,1.15
"5995",0.00579865771812081,0.037248322147651,"bare",0,0.16,0,233.19,1.15
"5996",0.00583892617449664,0.037248322147651,"bare",0,0.16,0,233.14,1.15
"5997",0.00587919463087248,0.037248322147651,"bare",0,0.16,0,233.1,1.15
"5998",0.00591946308724832,0.037248322147651,"bare",0,0.16,0,233.05,1.15
"5999",0.00595973154362416,0.037248322147651,"bare",0,0.16,0,233.01,1.15
"6000",0.006,0.037248322147651,"bare",0,0.16,0,232.96,1.15
"6001",0,0.0378187919463087,"seagrass",1022.19,0.88,8.44,13843.78,0.01
"6002",4.02684563758389e-05,0.0378187919463087,"seagrass",903.75,0.88,7.51,12428.19,0.01
"6003",8.05369127516779e-05,0.0378187919463087,"seagrass",809.03,0.87,6.77,11292.96,0.01
"6004",0.000120805369127517,0.0378187919463087,"seagrass",731.56,0.86,6.16,10361.83,0.01
"6005",0.000161073825503356,0.0378187919463087,"seagrass",667.04,0.85,5.65,9583.89,0.01
"6006",0.000201342281879195,0.0378187919463087,"seagrass",612.49,0.84,5.21,8923.88,0.02
"6007",0.000241610738255034,0.0378187919463087,"seagrass",565.76,0.83,4.84,8356.6,0.02
"6008",0.000281879194630873,0.0378187919463087,"seagrass",525.3,0.82,4.52,7863.57,0.02
"6009",0.000322147651006711,0.0378187919463087,"seagrass",489.93,0.82,4.24,7430.9,0.02
"6010",0.00036241610738255,0.0378187919463087,"seagrass",458.75,0.81,3.99,7048,0.02
"6011",0.000402684563758389,0.0378187919463087,"seagrass",431.07,0.8,3.77,6706.59,0.02
"6012",0.000442953020134228,0.0378187919463087,"seagrass",406.32,0.79,3.57,6400.16,0.02
"6013",0.000483221476510067,0.0378187919463087,"seagrass",384.08,0.78,3.4,6123.48,0.02
"6014",0.000523489932885906,0.0378187919463087,"seagrass",363.98,0.77,3.23,5872.33,0.02
"6015",0.000563758389261745,0.0378187919463087,"seagrass",345.74,0.77,3.09,5643.26,0.02
"6016",0.000604026845637584,0.0378187919463087,"seagrass",329.1,0.76,2.95,5433.39,0.02
"6017",0.000644295302013423,0.0378187919463087,"seagrass",313.87,0.75,2.83,5240.34,0.02
"6018",0.000684563758389262,0.0378187919463087,"seagrass",299.87,0.74,2.72,5062.12,0.02
"6019",0.000724832214765101,0.0378187919463087,"seagrass",286.97,0.74,2.61,4897.02,0.02
"6020",0.00076510067114094,0.0378187919463087,"seagrass",275.04,0.73,2.52,4743.6,0.03
"6021",0.000805369127516779,0.0378187919463087,"seagrass",263.99,0.72,2.43,4600.62,0.03
"6022",0.000845637583892618,0.0378187919463087,"seagrass",253.7,0.72,2.34,4467.01,0.03
"6023",0.000885906040268456,0.0378187919463087,"seagrass",244.12,0.71,2.27,4341.84,0.03
"6024",0.000926174496644295,0.0378187919463087,"seagrass",235.17,0.7,2.19,4224.31,0.03
"6025",0.000966442953020134,0.0378187919463087,"seagrass",226.79,0.7,2.13,4113.7,0.03
"6026",0.00100671140939597,0.0378187919463087,"seagrass",218.93,0.69,2.06,4009.39,0.03
"6027",0.00104697986577181,0.0378187919463087,"seagrass",211.54,0.68,2,3910.84,0.03
"6028",0.00108724832214765,0.0378187919463087,"seagrass",204.58,0.68,1.94,3817.54,0.03
"6029",0.00112751677852349,0.0378187919463087,"seagrass",198.02,0.67,1.89,3729.08,0.03
"6030",0.00116778523489933,0.0378187919463087,"seagrass",191.82,0.66,1.84,3645.06,0.03
"6031",0.00120805369127517,0.0378187919463087,"seagrass",185.95,0.66,1.79,3565.14,0.04
"6032",0.00124832214765101,0.0378187919463087,"seagrass",180.4,0.65,1.75,3489,0.04
"6033",0.00128859060402685,0.0378187919463087,"seagrass",175.12,0.65,1.7,3416.35,0.04
"6034",0.00132885906040268,0.0378187919463087,"seagrass",170.11,0.64,1.66,3346.96,0.04
"6035",0.00136912751677852,0.0378187919463087,"seagrass",165.34,0.63,1.62,3280.58,0.04
"6036",0.00140939597315436,0.0378187919463087,"seagrass",160.8,0.63,1.58,3217,0.04
"6037",0.0014496644295302,0.0378187919463087,"seagrass",156.47,0.62,1.55,3156.04,0.04
"6038",0.00148993288590604,0.0378187919463087,"seagrass",152.34,0.62,1.51,3097.51,0.05
"6039",0.00153020134228188,0.0378187919463087,"seagrass",148.38,0.61,1.48,3041.26,0.05
"6040",0.00157046979865772,0.0378187919463087,"seagrass",144.6,0.61,1.45,2987.15,0.05
"6041",0.00161073825503356,0.0378187919463087,"bistable",140.97,0.6,1.42,2935.03,0.05
"6042",0.0016510067114094,0.0378187919463087,"bistable",137.5,0.6,1.39,2884.77,0.05
"6043",0.00169127516778524,0.0378187919463087,"bistable",134.16,0.59,1.36,2836.27,0.05
"6044",0.00173154362416107,0.0378187919463087,"bistable",130.95,0.59,1.34,2789.42,0.06
"6045",0.00177181208053691,0.0378187919463087,"bistable",127.87,0.58,1.31,2744.11,0.06
"6046",0.00181208053691275,0.0378187919463087,"bistable",124.9,0.58,1.29,2700.26,0.06
"6047",0.00185234899328859,0.0378187919463087,"bistable",122.04,0.57,1.26,2657.77,0.06
"6048",0.00189261744966443,0.0378187919463087,"bistable",119.28,0.57,1.24,2616.56,0.06
"6049",0.00193288590604027,0.0378187919463087,"bistable",116.61,0.56,1.22,2576.56,0.07
"6050",0.00197315436241611,0.0378187919463087,"bistable",114.04,0.56,1.19,2537.69,0.07
"6051",0.00201342281879195,0.0378187919463087,"bistable",111.54,0.56,1.17,2499.88,0.07
"6052",0.00205369127516779,0.0378187919463087,"bistable",109.13,0.55,1.15,2463.07,0.07
"6053",0.00209395973154362,0.0378187919463087,"bistable",106.79,0.55,1.13,2427.19,0.08
"6054",0.00213422818791946,0.0378187919463087,"bistable",104.52,0.54,1.11,2392.19,0.08
"6055",0.0021744966442953,0.0378187919463087,"bistable",102.31,0.54,1.09,2358,0.08
"6056",0.00221476510067114,0.0378187919463087,"bistable",100.16,0.53,1.08,2324.57,0.08
"6057",0.00225503355704698,0.0378187919463087,"bistable",98.07,0.53,1.06,2291.84,0.09
"6058",0.00229530201342282,0.0378187919463087,"bistable",96.03,0.52,1.04,2259.76,0.09
"6059",0.00233557046979866,0.0378187919463087,"bistable",94.04,0.52,1.02,2228.26,0.1
"6060",0.0023758389261745,0.0378187919463087,"bistable",92.09,0.52,1.01,2197.3,0.1
"6061",0.00241610738255034,0.0378187919463087,"bistable",90.19,0.51,0.99,2166.82,0.1
"6062",0.00245637583892617,0.0378187919463087,"bistable",88.32,0.51,0.97,2136.75,0.11
"6063",0.00249664429530201,0.0378187919463087,"bistable",86.48,0.5,0.96,2107.04,0.11
"6064",0.00253691275167785,0.0378187919463087,"bistable",84.67,0.5,0.94,2077.61,0.12
"6065",0.00257718120805369,0.0378187919463087,"bistable",82.88,0.5,0.92,2048.4,0.12
"6066",0.00261744966442953,0.0378187919463087,"bistable",81.11,0.49,0.91,2019.33,0.13
"6067",0.00265771812080537,0.0378187919463087,"bistable",79.35,0.49,0.89,1990.31,0.14
"6068",0.00269798657718121,0.0378187919463087,"bistable",77.6,0.48,0.88,1961.24,0.14
"6069",0.00273825503355705,0.0378187919463087,"bistable",75.85,0.48,0.86,1931.99,0.15
"6070",0.00277852348993289,0.0378187919463087,"bistable",74.09,0.47,0.85,1902.43,0.16
"6071",0.00281879194630873,0.0378187919463087,"bistable",72.32,0.47,0.83,1872.38,0.17
"6072",0.00285906040268456,0.0378187919463087,"bistable",70.51,0.46,0.81,1841.62,0.18
"6073",0.0028993288590604,0.0378187919463087,"bistable",68.66,0.46,0.8,1809.85,0.19
"6074",0.00293959731543624,0.0378187919463087,"bistable",66.73,0.45,0.78,1776.68,0.21
"6075",0.00297986577181208,0.0378187919463087,"bistable",64.71,0.45,0.76,1741.54,0.22
"6076",0.00302013422818792,0.0378187919463087,"bistable",62.55,0.44,0.74,1703.56,0.24
"6077",0.00306040268456376,0.0378187919463087,"bistable",60.16,0.43,0.72,1661.27,0.26
"6078",0.0031006711409396,0.0378187919463087,"bistable",57.4,0.43,0.7,1611.86,0.29
"6079",0.00314093959731544,0.0378187919463087,"bistable",53.89,0.42,0.66,1548.23,0.34
"6080",0.00318120805369128,0.0378187919463087,"bistable",47.28,0.39,0.6,1425.02,0.43
"6081",0.00322147651006711,0.0378187919463087,"bare",0,0.16,0,236.16,1.15
"6082",0.00326174496644295,0.0378187919463087,"bare",0,0.16,0,236.12,1.15
"6083",0.00330201342281879,0.0378187919463087,"bare",0,0.16,0,236.07,1.15
"6084",0.00334228187919463,0.0378187919463087,"bare",0,0.16,0,236.02,1.15
"6085",0.00338255033557047,0.0378187919463087,"bare",0,0.16,0,235.97,1.15
"6086",0.00342281879194631,0.0378187919463087,"bare",0,0.16,0,235.93,1.15
"6087",0.00346308724832215,0.0378187919463087,"bare",0,0.16,0,235.88,1.15
"6088",0.00350335570469799,0.0378187919463087,"bare",0,0.16,0,235.83,1.15
"6089",0.00354362416107383,0.0378187919463087,"bare",0,0.16,0,235.79,1.15
"6090",0.00358389261744966,0.0378187919463087,"bare",0,0.16,0,235.74,1.15
"6091",0.0036241610738255,0.0378187919463087,"bare",0,0.16,0,235.69,1.15
"6092",0.00366442953020134,0.0378187919463087,"bare",0,0.16,0,235.65,1.15
"6093",0.00370469798657718,0.0378187919463087,"bare",0,0.16,0,235.6,1.15
"6094",0.00374496644295302,0.0378187919463087,"bare",0,0.16,0,235.55,1.15
"6095",0.00378523489932886,0.0378187919463087,"bare",0,0.16,0,235.51,1.15
"6096",0.0038255033557047,0.0378187919463087,"bare",0,0.16,0,235.46,1.15
"6097",0.00386577181208054,0.0378187919463087,"bare",0,0.16,0,235.41,1.15
"6098",0.00390604026845638,0.0378187919463087,"bare",0,0.16,0,235.37,1.15
"6099",0.00394630872483222,0.0378187919463087,"bare",0,0.16,0,235.32,1.15
"6100",0.00398657718120805,0.0378187919463087,"bare",0,0.16,0,235.27,1.15
"6101",0.00402684563758389,0.0378187919463087,"bare",0,0.16,0,235.23,1.15
"6102",0.00406711409395973,0.0378187919463087,"bare",0,0.16,0,235.18,1.15
"6103",0.00410738255033557,0.0378187919463087,"bare",0,0.16,0,235.13,1.15
"6104",0.00414765100671141,0.0378187919463087,"bare",0,0.16,0,235.09,1.15
"6105",0.00418791946308725,0.0378187919463087,"bare",0,0.16,0,235.04,1.15
"6106",0.00422818791946309,0.0378187919463087,"bare",0,0.16,0,234.99,1.15
"6107",0.00426845637583893,0.0378187919463087,"bare",0,0.16,0,234.95,1.15
"6108",0.00430872483221477,0.0378187919463087,"bare",0,0.16,0,234.9,1.15
"6109",0.0043489932885906,0.0378187919463087,"bare",0,0.16,0,234.85,1.15
"6110",0.00438926174496644,0.0378187919463087,"bare",0,0.16,0,234.81,1.15
"6111",0.00442953020134228,0.0378187919463087,"bare",0,0.16,0,234.76,1.15
"6112",0.00446979865771812,0.0378187919463087,"bare",0,0.16,0,234.71,1.15
"6113",0.00451006711409396,0.0378187919463087,"bare",0,0.16,0,234.67,1.15
"6114",0.0045503355704698,0.0378187919463087,"bare",0,0.16,0,234.62,1.15
"6115",0.00459060402684564,0.0378187919463087,"bare",0,0.16,0,234.57,1.15
"6116",0.00463087248322148,0.0378187919463087,"bare",0,0.16,0,234.53,1.15
"6117",0.00467114093959732,0.0378187919463087,"bare",0,0.16,0,234.48,1.15
"6118",0.00471140939597316,0.0378187919463087,"bare",0,0.16,0,234.43,1.15
"6119",0.00475167785234899,0.0378187919463087,"bare",0,0.16,0,234.39,1.15
"6120",0.00479194630872483,0.0378187919463087,"bare",0,0.16,0,234.34,1.15
"6121",0.00483221476510067,0.0378187919463087,"bare",0,0.16,0,234.3,1.15
"6122",0.00487248322147651,0.0378187919463087,"bare",0,0.16,0,234.25,1.15
"6123",0.00491275167785235,0.0378187919463087,"bare",0,0.16,0,234.2,1.15
"6124",0.00495302013422819,0.0378187919463087,"bare",0,0.16,0,234.16,1.15
"6125",0.00499328859060403,0.0378187919463087,"bare",0,0.16,0,234.11,1.15
"6126",0.00503355704697987,0.0378187919463087,"bare",0,0.16,0,234.06,1.15
"6127",0.0050738255033557,0.0378187919463087,"bare",0,0.16,0,234.02,1.15
"6128",0.00511409395973154,0.0378187919463087,"bare",0,0.16,0,233.97,1.15
"6129",0.00515436241610738,0.0378187919463087,"bare",0,0.16,0,233.93,1.15
"6130",0.00519463087248322,0.0378187919463087,"bare",0,0.16,0,233.88,1.15
"6131",0.00523489932885906,0.0378187919463087,"bare",0,0.16,0,233.83,1.15
"6132",0.0052751677852349,0.0378187919463087,"bare",0,0.16,0,233.79,1.15
"6133",0.00531543624161074,0.0378187919463087,"bare",0,0.16,0,233.74,1.15
"6134",0.00535570469798658,0.0378187919463087,"bare",0,0.16,0,233.69,1.15
"6135",0.00539597315436242,0.0378187919463087,"bare",0,0.16,0,233.65,1.15
"6136",0.00543624161073826,0.0378187919463087,"bare",0,0.16,0,233.6,1.15
"6137",0.00547651006711409,0.0378187919463087,"bare",0,0.16,0,233.56,1.15
"6138",0.00551677852348993,0.0378187919463087,"bare",0,0.16,0,233.51,1.15
"6139",0.00555704697986577,0.0378187919463087,"bare",0,0.16,0,233.46,1.15
"6140",0.00559731543624161,0.0378187919463087,"bare",0,0.16,0,233.42,1.15
"6141",0.00563758389261745,0.0378187919463087,"bare",0,0.16,0,233.37,1.15
"6142",0.00567785234899329,0.0378187919463087,"bare",0,0.16,0,233.33,1.15
"6143",0.00571812080536913,0.0378187919463087,"bare",0,0.16,0,233.28,1.15
"6144",0.00575838926174497,0.0378187919463087,"bare",0,0.16,0,233.23,1.15
"6145",0.00579865771812081,0.0378187919463087,"bare",0,0.16,0,233.19,1.15
"6146",0.00583892617449664,0.0378187919463087,"bare",0,0.16,0,233.14,1.15
"6147",0.00587919463087248,0.0378187919463087,"bare",0,0.16,0,233.1,1.15
"6148",0.00591946308724832,0.0378187919463087,"bare",0,0.16,0,233.05,1.15
"6149",0.00595973154362416,0.0378187919463087,"bare",0,0.16,0,233.01,1.15
"6150",0.006,0.0378187919463087,"bare",0,0.16,0,232.96,1.15
"6151",0,0.0383892617449664,"seagrass",1022.07,0.88,8.44,13842.41,0.01
"6152",4.02684563758389e-05,0.0383892617449664,"seagrass",903.64,0.88,7.51,12426.91,0.01
"6153",8.05369127516779e-05,0.0383892617449664,"seagrass",808.93,0.87,6.77,11291.76,0.01
"6154",0.000120805369127517,0.0383892617449664,"seagrass",731.47,0.86,6.16,10360.68,0.01
"6155",0.000161073825503356,0.0383892617449664,"seagrass",666.95,0.85,5.65,9582.78,0.01
"6156",0.000201342281879195,0.0383892617449664,"seagrass",612.4,0.84,5.21,8922.8,0.02
"6157",0.000241610738255034,0.0383892617449664,"seagrass",565.67,0.83,4.84,8355.56,0.02
"6158",0.000281879194630873,0.0383892617449664,"seagrass",525.21,0.82,4.52,7862.55,0.02
"6159",0.000322147651006711,0.0383892617449664,"seagrass",489.84,0.82,4.24,7429.9,0.02
"6160",0.00036241610738255,0.0383892617449664,"seagrass",458.67,0.81,3.99,7047.01,0.02
"6161",0.000402684563758389,0.0383892617449664,"seagrass",430.99,0.8,3.77,6705.62,0.02
"6162",0.000442953020134228,0.0383892617449664,"seagrass",406.25,0.79,3.57,6399.19,0.02
"6163",0.000483221476510067,0.0383892617449664,"seagrass",384.01,0.78,3.39,6122.53,0.02
"6164",0.000523489932885906,0.0383892617449664,"seagrass",363.91,0.77,3.23,5871.38,0.02
"6165",0.000563758389261745,0.0383892617449664,"seagrass",345.66,0.77,3.09,5642.31,0.02
"6166",0.000604026845637584,0.0383892617449664,"seagrass",329.02,0.76,2.95,5432.44,0.02
"6167",0.000644295302013423,0.0383892617449664,"seagrass",313.79,0.75,2.83,5239.4,0.02
"6168",0.000684563758389262,0.0383892617449664,"seagrass",299.8,0.74,2.72,5061.17,0.02
"6169",0.000724832214765101,0.0383892617449664,"seagrass",286.9,0.74,2.61,4896.07,0.02
"6170",0.00076510067114094,0.0383892617449664,"seagrass",274.97,0.73,2.52,4742.65,0.03
"6171",0.000805369127516779,0.0383892617449664,"seagrass",263.91,0.72,2.43,4599.67,0.03
"6172",0.000845637583892618,0.0383892617449664,"seagrass",253.63,0.72,2.34,4466.05,0.03
"6173",0.000885906040268456,0.0383892617449664,"seagrass",244.05,0.71,2.27,4340.88,0.03
"6174",0.000926174496644295,0.0383892617449664,"seagrass",235.09,0.7,2.19,4223.33,0.03
"6175",0.000966442953020134,0.0383892617449664,"seagrass",226.71,0.7,2.13,4112.72,0.03
"6176",0.00100671140939597,0.0383892617449664,"seagrass",218.85,0.69,2.06,4008.4,0.03
"6177",0.00104697986577181,0.0383892617449664,"seagrass",211.46,0.68,2,3909.83,0.03
"6178",0.00108724832214765,0.0383892617449664,"seagrass",204.5,0.68,1.94,3816.53,0.03
"6179",0.00112751677852349,0.0383892617449664,"seagrass",197.94,0.67,1.89,3728.06,0.03
"6180",0.00116778523489933,0.0383892617449664,"seagrass",191.74,0.66,1.84,3644.03,0.04
"6181",0.00120805369127517,0.0383892617449664,"seagrass",185.88,0.66,1.79,3564.09,0.04
"6182",0.00124832214765101,0.0383892617449664,"seagrass",180.32,0.65,1.75,3487.93,0.04
"6183",0.00128859060402685,0.0383892617449664,"seagrass",175.04,0.65,1.7,3415.27,0.04
"6184",0.00132885906040268,0.0383892617449664,"seagrass",170.03,0.64,1.66,3345.86,0.04
"6185",0.00136912751677852,0.0383892617449664,"seagrass",165.26,0.63,1.62,3279.46,0.04
"6186",0.00140939597315436,0.0383892617449664,"seagrass",160.72,0.63,1.58,3215.87,0.04
"6187",0.0014496644295302,0.0383892617449664,"seagrass",156.39,0.62,1.55,3154.89,0.04
"6188",0.00148993288590604,0.0383892617449664,"seagrass",152.25,0.62,1.51,3096.34,0.05
"6189",0.00153020134228188,0.0383892617449664,"seagrass",148.3,0.61,1.48,3040.08,0.05
"6190",0.00157046979865772,0.0383892617449664,"seagrass",144.51,0.61,1.45,2985.94,0.05
"6191",0.00161073825503356,0.0383892617449664,"bistable",140.89,0.6,1.42,2933.79,0.05
"6192",0.0016510067114094,0.0383892617449664,"bistable",137.41,0.6,1.39,2883.52,0.05
"6193",0.00169127516778524,0.0383892617449664,"bistable",134.07,0.59,1.36,2834.99,0.05
"6194",0.00173154362416107,0.0383892617449664,"bistable",130.86,0.59,1.34,2788.11,0.06
"6195",0.00177181208053691,0.0383892617449664,"bistable",127.78,0.58,1.31,2742.78,0.06
"6196",0.00181208053691275,0.0383892617449664,"bistable",124.81,0.58,1.28,2698.89,0.06
"6197",0.00185234899328859,0.0383892617449664,"bistable",121.94,0.57,1.26,2656.37,0.06
"6198",0.00189261744966443,0.0383892617449664,"bistable",119.18,0.57,1.24,2615.13,0.06
"6199",0.00193288590604027,0.0383892617449664,"bistable",116.51,0.56,1.21,2575.09,0.07
"6200",0.00197315436241611,0.0383892617449664,"bistable",113.94,0.56,1.19,2536.19,0.07
"6201",0.00201342281879195,0.0383892617449664,"bistable",111.44,0.55,1.17,2498.34,0.07
"6202",0.00205369127516779,0.0383892617449664,"bistable",109.02,0.55,1.15,2461.49,0.07
"6203",0.00209395973154362,0.0383892617449664,"bistable",106.68,0.55,1.13,2425.57,0.08
"6204",0.00213422818791946,0.0383892617449664,"bistable",104.41,0.54,1.11,2390.53,0.08
"6205",0.0021744966442953,0.0383892617449664,"bistable",102.2,0.54,1.09,2356.29,0.08
"6206",0.00221476510067114,0.0383892617449664,"bistable",100.05,0.53,1.07,2322.81,0.09
"6207",0.00225503355704698,0.0383892617449664,"bistable",97.95,0.53,1.06,2290.02,0.09
"6208",0.00229530201342282,0.0383892617449664,"bistable",95.91,0.52,1.04,2257.88,0.09
"6209",0.00233557046979866,0.0383892617449664,"bistable",93.92,0.52,1.02,2226.32,0.1
"6210",0.0023758389261745,0.0383892617449664,"bistable",91.97,0.52,1,2195.3,0.1
"6211",0.00241610738255034,0.0383892617449664,"bistable",90.06,0.51,0.99,2164.74,0.11
"6212",0.00245637583892617,0.0383892617449664,"bistable",88.18,0.51,0.97,2134.59,0.11
"6213",0.00249664429530201,0.0383892617449664,"bistable",86.34,0.5,0.96,2104.79,0.11
"6214",0.00253691275167785,0.0383892617449664,"bistable",84.52,0.5,0.94,2075.27,0.12
"6215",0.00257718120805369,0.0383892617449664,"bistable",82.73,0.5,0.92,2045.96,0.13
"6216",0.00261744966442953,0.0383892617449664,"bistable",80.95,0.49,0.91,2016.78,0.13
"6217",0.00265771812080537,0.0383892617449664,"bistable",79.19,0.49,0.89,1987.63,0.14
"6218",0.00269798657718121,0.0383892617449664,"bistable",77.43,0.48,0.88,1958.42,0.15
"6219",0.00273825503355705,0.0383892617449664,"bistable",75.67,0.48,0.86,1929.01,0.15
"6220",0.00277852348993289,0.0383892617449664,"bistable",73.9,0.47,0.85,1899.27,0.16
"6221",0.00281879194630873,0.0383892617449664,"bistable",72.12,0.47,0.83,1869.01,0.17
"6222",0.00285906040268456,0.0383892617449664,"bistable",70.29,0.46,0.81,1838,0.18
"6223",0.0028993288590604,0.0383892617449664,"bistable",68.43,0.46,0.8,1805.93,0.2
"6224",0.00293959731543624,0.0383892617449664,"bistable",66.48,0.45,0.78,1772.4,0.21
"6225",0.00297986577181208,0.0383892617449664,"bistable",64.44,0.45,0.76,1736.8,0.23
"6226",0.00302013422818792,0.0383892617449664,"bistable",62.24,0.44,0.74,1698.19,0.25
"6227",0.00306040268456376,0.0383892617449664,"bistable",59.8,0.43,0.72,1655.02,0.27
"6228",0.0031006711409396,0.0383892617449664,"bistable",56.96,0.42,0.69,1604.14,0.3
"6229",0.00314093959731544,0.0383892617449664,"bistable",53.29,0.41,0.66,1537.27,0.34
"6230",0.00318120805369128,0.0383892617449664,"bare",0,0.16,0,236.21,1.15
"6231",0.00322147651006711,0.0383892617449664,"bare",0,0.16,0,236.16,1.15
"6232",0.00326174496644295,0.0383892617449664,"bare",0,0.16,0,236.12,1.15
"6233",0.00330201342281879,0.0383892617449664,"bare",0,0.16,0,236.07,1.15
"6234",0.00334228187919463,0.0383892617449664,"bare",0,0.16,0,236.02,1.15
"6235",0.00338255033557047,0.0383892617449664,"bare",0,0.16,0,235.97,1.15
"6236",0.00342281879194631,0.0383892617449664,"bare",0,0.16,0,235.93,1.15
"6237",0.00346308724832215,0.0383892617449664,"bare",0,0.16,0,235.88,1.15
"6238",0.00350335570469799,0.0383892617449664,"bare",0,0.16,0,235.83,1.15
"6239",0.00354362416107383,0.0383892617449664,"bare",0,0.16,0,235.79,1.15
"6240",0.00358389261744966,0.0383892617449664,"bare",0,0.16,0,235.74,1.15
"6241",0.0036241610738255,0.0383892617449664,"bare",0,0.16,0,235.69,1.15
"6242",0.00366442953020134,0.0383892617449664,"bare",0,0.16,0,235.65,1.15
"6243",0.00370469798657718,0.0383892617449664,"bare",0,0.16,0,235.6,1.15
"6244",0.00374496644295302,0.0383892617449664,"bare",0,0.16,0,235.55,1.15
"6245",0.00378523489932886,0.0383892617449664,"bare",0,0.16,0,235.51,1.15
"6246",0.0038255033557047,0.0383892617449664,"bare",0,0.16,0,235.46,1.15
"6247",0.00386577181208054,0.0383892617449664,"bare",0,0.16,0,235.41,1.15
"6248",0.00390604026845638,0.0383892617449664,"bare",0,0.16,0,235.37,1.15
"6249",0.00394630872483222,0.0383892617449664,"bare",0,0.16,0,235.32,1.15
"6250",0.00398657718120805,0.0383892617449664,"bare",0,0.16,0,235.27,1.15
"6251",0.00402684563758389,0.0383892617449664,"bare",0,0.16,0,235.23,1.15
"6252",0.00406711409395973,0.0383892617449664,"bare",0,0.16,0,235.18,1.15
"6253",0.00410738255033557,0.0383892617449664,"bare",0,0.16,0,235.13,1.15
"6254",0.00414765100671141,0.0383892617449664,"bare",0,0.16,0,235.09,1.15
"6255",0.00418791946308725,0.0383892617449664,"bare",0,0.16,0,235.04,1.15
"6256",0.00422818791946309,0.0383892617449664,"bare",0,0.16,0,234.99,1.15
