"","temp","nr","stability","S","CA","CS","CB","N"
"1916",306.027852348993,0.0218456375838926,"bistable",964.71,0.75,7.97,7480.48,0.1
"1917",306.090268456376,0.0218456375838926,"bistable",933.64,0.74,7.73,7231.85,0.15
"1918",306.152684563758,0.0218456375838926,"bistable",832.43,0.74,6.94,6506.69,0.32
"1919",306.215100671141,0.0218456375838926,"bare",0,0.14,0,117.3,1.15
"1920",306.277516778523,0.0218456375838926,"bare",0,0.14,0,116.58,1.15
"1921",306.339932885906,0.0218456375838926,"bare",0,0.14,0,115.86,1.15
"1922",306.402348993289,0.0218456375838926,"bare",0,0.14,0,115.14,1.15
"1923",306.464765100671,0.0218456375838926,"bare",0,0.14,0,114.43,1.15
"1924",306.527181208054,0.0218456375838926,"bare",0,0.14,0,113.72,1.15
"1925",306.589597315436,0.0218456375838926,"bare",0,0.14,0,113.02,1.15
"1926",306.652013422819,0.0218456375838926,"bare",0,0.14,0,112.32,1.15
"1927",306.714429530201,0.0218456375838926,"bare",0,0.14,0,111.63,1.15
"1928",306.776845637584,0.0218456375838926,"bare",0,0.14,0,110.94,1.15
"1929",306.839261744966,0.0218456375838926,"bare",0,0.14,0,110.25,1.15
"1930",306.901677852349,0.0218456375838926,"bare",0,0.14,0,109.57,1.15
"1931",306.964093959732,0.0218456375838926,"bare",0,0.14,0,108.89,1.15
"1932",307.026510067114,0.0218456375838926,"bare",0,0.14,0,108.21,1.15
"1933",307.088926174497,0.0218456375838926,"bare",0,0.14,0,107.54,1.15
"1934",307.151342281879,0.0218456375838926,"bare",0,0.14,0,106.87,1.15
"1935",307.213758389262,0.0218456375838926,"bare",0,0.14,0,106.21,1.15
"1936",307.276174496644,0.0218456375838926,"bare",0,0.14,0,105.55,1.15
"1937",307.338590604027,0.0218456375838926,"bare",0,0.14,0,104.9,1.15
"1938",307.401006711409,0.0218456375838926,"bare",0,0.14,0,104.24,1.15
"1939",307.463422818792,0.0218456375838926,"bare",0,0.14,0,103.6,1.15
"1940",307.525838926174,0.0218456375838926,"bare",0,0.14,0,102.95,1.15
"1941",307.588255033557,0.0218456375838926,"bare",0,0.14,0,102.31,1.15
"1942",307.65067114094,0.0218456375838926,"bare",0,0.14,0,101.67,1.15
"1943",307.713087248322,0.0218456375838926,"bare",0,0.14,0,101.04,1.15
"1944",307.775503355705,0.0218456375838926,"bare",0,0.14,0,100.41,1.15
"1945",307.837919463087,0.0218456375838926,"bare",0,0.14,0,99.79,1.15
"1946",307.90033557047,0.0218456375838926,"bare",0,0.14,0,99.17,1.15
"1947",307.962751677852,0.0218456375838926,"bare",0,0.13,0,98.55,1.15
"1948",308.025167785235,0.0218456375838926,"bare",0,0.13,0,97.93,1.15
"1949",308.087583892617,0.0218456375838926,"bare",0,0.13,0,97.32,1.15
"1950",308.15,0.0218456375838926,"bare",0,0.13,0,96.71,1.15
"1951",298.85,0.0224161073825503,"seagrass",1025.28,0.89,8.46,13880.66,0.01
"1952",298.912416107383,0.0224161073825503,"seagrass",1025.28,0.88,8.46,13811.43,0.01
"1953",298.974832214765,0.0224161073825503,"seagrass",1025.28,0.88,8.46,13742.57,0.01
"1954",299.037248322148,0.0224161073825503,"seagrass",1025.28,0.88,8.46,13674.06,0.01
"1955",299.09966442953,0.0224161073825503,"seagrass",1025.28,0.88,8.46,13605.92,0.01
"1956",299.162080536913,0.0224161073825503,"seagrass",1025.28,0.88,8.46,13538.14,0.01
"1957",299.224496644295,0.0224161073825503,"seagrass",1025.28,0.88,8.46,13470.72,0.01
"1958",299.286912751678,0.0224161073825503,"seagrass",1025.28,0.88,8.46,13403.64,0.01
"1959",299.34932885906,0.0224161073825503,"seagrass",1025.28,0.88,8.46,13336.92,0.01
"1960",299.411744966443,0.0224161073825503,"seagrass",1025.28,0.88,8.46,13270.55,0.01
"1961",299.474161073826,0.0224161073825503,"seagrass",1025.28,0.87,8.46,13204.53,0.01
"1962",299.536577181208,0.0224161073825503,"seagrass",1025.28,0.87,8.46,13138.86,0.01
"1963",299.598993288591,0.0224161073825503,"seagrass",1025.27,0.87,8.46,13073.53,0.01
"1964",299.661409395973,0.0224161073825503,"seagrass",1025.27,0.87,8.46,13008.54,0.01
"1965",299.723825503356,0.0224161073825503,"seagrass",1025.27,0.87,8.46,12943.89,0.01
"1966",299.786241610738,0.0224161073825503,"seagrass",1025.26,0.87,8.46,12879.58,0.01
"1967",299.848657718121,0.0224161073825503,"seagrass",1025.26,0.87,8.46,12815.61,0.01
"1968",299.911073825503,0.0224161073825503,"seagrass",1025.25,0.87,8.46,12751.97,0.01
"1969",299.973489932886,0.0224161073825503,"seagrass",1025.25,0.87,8.46,12688.66,0.01
"1970",300.035906040268,0.0224161073825503,"seagrass",1025.24,0.86,8.46,12625.69,0.01
"1971",300.098322147651,0.0224161073825503,"seagrass",1025.24,0.86,8.46,12563.04,0.01
"1972",300.160738255034,0.0224161073825503,"seagrass",1025.23,0.86,8.46,12500.72,0.01
"1973",300.223154362416,0.0224161073825503,"seagrass",1025.22,0.86,8.46,12438.72,0.01
"1974",300.285570469799,0.0224161073825503,"seagrass",1025.21,0.86,8.46,12377.05,0.01
"1975",300.347986577181,0.0224161073825503,"seagrass",1025.2,0.86,8.46,12315.7,0.01
"1976",300.410402684564,0.0224161073825503,"seagrass",1025.2,0.86,8.46,12254.66,0.01
"1977",300.472818791946,0.0224161073825503,"seagrass",1025.19,0.86,8.46,12193.95,0.01
"1978",300.535234899329,0.0224161073825503,"seagrass",1025.18,0.86,8.46,12133.55,0.01
"1979",300.597651006711,0.0224161073825503,"seagrass",1025.16,0.85,8.46,12073.46,0.01
"1980",300.660067114094,0.0224161073825503,"seagrass",1025.15,0.85,8.46,12013.68,0.01
"1981",300.722483221477,0.0224161073825503,"seagrass",1025.14,0.85,8.46,11954.21,0.01
"1982",300.784899328859,0.0224161073825503,"seagrass",1025.13,0.85,8.46,11895.05,0.01
"1983",300.847315436242,0.0224161073825503,"seagrass",1025.11,0.85,8.46,11836.2,0.01
"1984",300.909731543624,0.0224161073825503,"seagrass",1025.1,0.85,8.46,11777.65,0.01
"1985",300.972147651007,0.0224161073825503,"seagrass",1025.08,0.85,8.45,11719.4,0.01
"1986",301.034563758389,0.0224161073825503,"seagrass",1025.07,0.85,8.45,11661.45,0.01
"1987",301.096979865772,0.0224161073825503,"seagrass",1025.05,0.85,8.45,11603.8,0.01
"1988",301.159395973154,0.0224161073825503,"seagrass",1025.03,0.84,8.45,11546.45,0.01
"1989",301.221812080537,0.0224161073825503,"seagrass",1025.02,0.84,8.45,11489.39,0.01
"1990",301.284228187919,0.0224161073825503,"seagrass",1025,0.84,8.45,11432.62,0.01
"1991",301.346644295302,0.0224161073825503,"seagrass",1024.98,0.84,8.45,11376.15,0.01
"1992",301.409060402685,0.0224161073825503,"seagrass",1024.96,0.84,8.45,11319.96,0.01
"1993",301.471476510067,0.0224161073825503,"seagrass",1024.93,0.84,8.45,11264.06,0.01
"1994",301.53389261745,0.0224161073825503,"seagrass",1024.91,0.84,8.45,11208.45,0.01
"1995",301.596308724832,0.0224161073825503,"seagrass",1024.89,0.84,8.45,11153.12,0.01
"1996",301.658724832215,0.0224161073825503,"seagrass",1024.86,0.84,8.45,11098.07,0.01
"1997",301.721140939597,0.0224161073825503,"seagrass",1024.84,0.83,8.45,11043.3,0.01
"1998",301.78355704698,0.0224161073825503,"seagrass",1024.81,0.83,8.45,10988.81,0.01
"1999",301.845973154362,0.0224161073825503,"seagrass",1024.78,0.83,8.45,10934.59,0.01
"2000",301.908389261745,0.0224161073825503,"seagrass",1024.75,0.83,8.45,10880.65,0.01
"2001",301.970805369128,0.0224161073825503,"seagrass",1024.72,0.83,8.45,10826.98,0.01
"2002",302.03322147651,0.0224161073825503,"seagrass",1024.69,0.83,8.45,10773.58,0.01
"2003",302.095637583893,0.0224161073825503,"seagrass",1024.65,0.83,8.45,10720.45,0.01
"2004",302.158053691275,0.0224161073825503,"seagrass",1024.62,0.83,8.45,10667.58,0.01
"2005",302.220469798658,0.0224161073825503,"seagrass",1024.58,0.83,8.45,10614.98,0.01
"2006",302.28288590604,0.0224161073825503,"seagrass",1024.54,0.82,8.45,10562.65,0.01
"2007",302.345302013423,0.0224161073825503,"seagrass",1024.5,0.82,8.45,10510.57,0.01
"2008",302.407718120805,0.0224161073825503,"seagrass",1024.46,0.82,8.45,10458.75,0.01
"2009",302.470134228188,0.0224161073825503,"seagrass",1024.42,0.82,8.45,10407.18,0.01
"2010",302.53255033557,0.0224161073825503,"seagrass",1024.37,0.82,8.45,10355.88,0.01
"2011",302.594966442953,0.0224161073825503,"seagrass",1024.32,0.82,8.45,10304.82,0.01
"2012",302.657382550336,0.0224161073825503,"seagrass",1024.27,0.82,8.44,10254.01,0.01
"2013",302.719798657718,0.0224161073825503,"seagrass",1024.22,0.82,8.44,10203.45,0.01
"2014",302.782214765101,0.0224161073825503,"seagrass",1024.17,0.81,8.44,10153.14,0.01
"2015",302.844630872483,0.0224161073825503,"seagrass",1024.11,0.81,8.44,10103.07,0.01
"2016",302.907046979866,0.0224161073825503,"seagrass",1024.05,0.81,8.44,10053.24,0.01
"2017",302.969463087248,0.0224161073825503,"seagrass",1023.99,0.81,8.44,10003.64,0.01
"2018",303.031879194631,0.0224161073825503,"seagrass",1023.92,0.81,8.44,9954.29,0.01
"2019",303.094295302013,0.0224161073825503,"seagrass",1023.86,0.81,8.44,9905.16,0.01
"2020",303.156711409396,0.0224161073825503,"seagrass",1023.78,0.81,8.44,9856.27,0.01
"2021",303.219127516779,0.0224161073825503,"seagrass",1023.71,0.81,8.44,9807.61,0.01
"2022",303.281543624161,0.0224161073825503,"seagrass",1023.63,0.81,8.44,9759.17,0.01
"2023",303.343959731544,0.0224161073825503,"seagrass",1023.55,0.8,8.44,9710.95,0.01
"2024",303.406375838926,0.0224161073825503,"seagrass",1023.46,0.8,8.44,9662.95,0.01
"2025",303.468791946309,0.0224161073825503,"seagrass",1023.37,0.8,8.44,9615.17,0.01
"2026",303.531208053691,0.0224161073825503,"seagrass",1023.27,0.8,8.43,9567.6,0.01
"2027",303.593624161074,0.0224161073825503,"seagrass",1023.17,0.8,8.43,9520.24,0.01
"2028",303.656040268456,0.0224161073825503,"seagrass",1023.07,0.8,8.43,9473.08,0.01
"2029",303.718456375839,0.0224161073825503,"seagrass",1022.95,0.8,8.43,9426.12,0.01
"2030",303.780872483221,0.0224161073825503,"seagrass",1022.83,0.8,8.43,9379.36,0.01
"2031",303.843288590604,0.0224161073825503,"bistable",1022.71,0.79,8.43,9332.8,0.01
"2032",303.905704697987,0.0224161073825503,"bistable",1022.57,0.79,8.43,9286.41,0.01
"2033",303.968120805369,0.0224161073825503,"bistable",1022.43,0.79,8.43,9240.21,0.01
"2034",304.030536912752,0.0224161073825503,"bistable",1022.28,0.79,8.43,9194.19,0.01
"2035",304.092953020134,0.0224161073825503,"bistable",1022.12,0.79,8.42,9148.33,0.01
"2036",304.155369127517,0.0224161073825503,"bistable",1021.95,0.79,8.42,9102.64,0.01
"2037",304.217785234899,0.0224161073825503,"bistable",1021.77,0.79,8.42,9057.1,0.01
"2038",304.280201342282,0.0224161073825503,"bistable",1021.58,0.79,8.42,9011.7,0.01
"2039",304.342617449664,0.0224161073825503,"bistable",1021.37,0.78,8.42,8966.45,0.01
"2040",304.405033557047,0.0224161073825503,"bistable",1021.15,0.78,8.42,8921.31,0.01
"2041",304.46744966443,0.0224161073825503,"bistable",1020.91,0.78,8.41,8876.29,0.01
"2042",304.529865771812,0.0224161073825503,"bistable",1020.66,0.78,8.41,8831.38,0.01
"2043",304.592281879195,0.0224161073825503,"bistable",1020.38,0.78,8.41,8786.54,0.02
"2044",304.654697986577,0.0224161073825503,"bistable",1020.08,0.78,8.41,8741.77,0.02
"2045",304.71711409396,0.0224161073825503,"bistable",1019.75,0.78,8.4,8697.05,0.02
"2046",304.779530201342,0.0224161073825503,"bistable",1019.4,0.78,8.4,8652.35,0.02
"2047",304.841946308725,0.0224161073825503,"bistable",1019.01,0.77,8.4,8607.65,0.02
"2048",304.904362416107,0.0224161073825503,"bistable",1018.59,0.77,8.39,8562.91,0.02
"2049",304.96677852349,0.0224161073825503,"bistable",1018.12,0.77,8.39,8518.09,0.02
"2050",305.029194630872,0.0224161073825503,"bistable",1017.6,0.77,8.39,8473.15,0.02
"2051",305.091610738255,0.0224161073825503,"bistable",1017.02,0.77,8.38,8428.03,0.02
"2052",305.154026845638,0.0224161073825503,"bistable",1016.38,0.77,8.38,8382.65,0.02
"2053",305.21644295302,0.0224161073825503,"bistable",1015.65,0.77,8.37,8336.94,0.02
"2054",305.278859060403,0.0224161073825503,"bistable",1014.83,0.77,8.36,8290.77,0.02
"2055",305.341275167785,0.0224161073825503,"bistable",1013.89,0.76,8.36,8244.02,0.03
"2056",305.403691275168,0.0224161073825503,"bistable",1012.8,0.76,8.35,8196.5,0.03
"2057",305.46610738255,0.0224161073825503,"bistable",1011.53,0.76,8.34,8147.95,0.03
"2058",305.528523489933,0.0224161073825503,"bistable",1010.03,0.76,8.33,8098.06,0.03
"2059",305.590939597315,0.0224161073825503,"bistable",1008.24,0.76,8.31,8046.36,0.04
"2060",305.653355704698,0.0224161073825503,"bistable",1006.05,0.76,8.29,7992.18,0.04
"2061",305.715771812081,0.0224161073825503,"bistable",1003.32,0.76,8.27,7934.53,0.04
"2062",305.778187919463,0.0224161073825503,"bistable",999.81,0.76,8.25,7871.86,0.05
"2063",305.840604026846,0.0224161073825503,"bistable",995.16,0.75,8.21,7801.58,0.06
"2064",305.903020134228,0.0224161073825503,"bistable",988.67,0.75,8.16,7719.1,0.07
"2065",305.965436241611,0.0224161073825503,"bistable",978.99,0.75,8.08,7615.2,0.08
"2066",306.027852348993,0.0224161073825503,"bistable",962.97,0.75,7.96,7468.52,0.11
"2067",306.090268456376,0.0224161073825503,"bistable",931.01,0.74,7.71,7213.86,0.16
"2068",306.152684563758,0.0224161073825503,"bistable",825.99,0.74,6.89,6462.74,0.33
"2069",306.215100671141,0.0224161073825503,"bare",0,0.14,0,117.3,1.15
"2070",306.277516778523,0.0224161073825503,"bare",0,0.14,0,116.58,1.15
"2071",306.339932885906,0.0224161073825503,"bare",0,0.14,0,115.86,1.15
"2072",306.402348993289,0.0224161073825503,"bare",0,0.14,0,115.14,1.15
"2073",306.464765100671,0.0224161073825503,"bare",0,0.14,0,114.43,1.15
"2074",306.527181208054,0.0224161073825503,"bare",0,0.14,0,113.72,1.15
"2075",306.589597315436,0.0224161073825503,"bare",0,0.14,0,113.02,1.15
"2076",306.652013422819,0.0224161073825503,"bare",0,0.14,0,112.32,1.15
"2077",306.714429530201,0.0224161073825503,"bare",0,0.14,0,111.63,1.15
"2078",306.776845637584,0.0224161073825503,"bare",0,0.14,0,110.94,1.15
"2079",306.839261744966,0.0224161073825503,"bare",0,0.14,0,110.25,1.15
"2080",306.901677852349,0.0224161073825503,"bare",0,0.14,0,109.57,1.15
"2081",306.964093959732,0.0224161073825503,"bare",0,0.14,0,108.89,1.15
"2082",307.026510067114,0.0224161073825503,"bare",0,0.14,0,108.21,1.15
"2083",307.088926174497,0.0224161073825503,"bare",0,0.14,0,107.54,1.15
"2084",307.151342281879,0.0224161073825503,"bare",0,0.14,0,106.87,1.15
"2085",307.213758389262,0.0224161073825503,"bare",0,0.14,0,106.21,1.15
"2086",307.276174496644,0.0224161073825503,"bare",0,0.14,0,105.55,1.15
"2087",307.338590604027,0.0224161073825503,"bare",0,0.14,0,104.9,1.15
"2088",307.401006711409,0.0224161073825503,"bare",0,0.14,0,104.24,1.15
"2089",307.463422818792,0.0224161073825503,"bare",0,0.14,0,103.6,1.15
"2090",307.525838926174,0.0224161073825503,"bare",0,0.14,0,102.95,1.15
"2091",307.588255033557,0.0224161073825503,"bare",0,0.14,0,102.31,1.15
"2092",307.65067114094,0.0224161073825503,"bare",0,0.14,0,101.67,1.15
"2093",307.713087248322,0.0224161073825503,"bare",0,0.14,0,101.04,1.15
"2094",307.775503355705,0.0224161073825503,"bare",0,0.14,0,100.41,1.15
"2095",307.837919463087,0.0224161073825503,"bare",0,0.14,0,99.79,1.15
"2096",307.90033557047,0.0224161073825503,"bare",0,0.14,0,99.17,1.15
"2097",307.962751677852,0.0224161073825503,"bare",0,0.13,0,98.55,1.15
"2098",308.025167785235,0.0224161073825503,"bare",0,0.13,0,97.93,1.15
"2099",308.087583892617,0.0224161073825503,"bare",0,0.13,0,97.32,1.15
"2100",308.15,0.0224161073825503,"bare",0,0.13,0,96.71,1.15
"2101",298.85,0.0229865771812081,"seagrass",1025.17,0.89,8.46,13879.29,0.01
"2102",298.912416107383,0.0229865771812081,"seagrass",1025.17,0.88,8.46,13810.07,0.01
"2103",298.974832214765,0.0229865771812081,"seagrass",1025.17,0.88,8.46,13741.21,0.01
"2104",299.037248322148,0.0229865771812081,"seagrass",1025.17,0.88,8.46,13672.72,0.01
"2105",299.09966442953,0.0229865771812081,"seagrass",1025.17,0.88,8.46,13604.58,0.01
"2106",299.162080536913,0.0229865771812081,"seagrass",1025.17,0.88,8.46,13536.81,0.01
"2107",299.224496644295,0.0229865771812081,"seagrass",1025.17,0.88,8.46,13469.39,0.01
"2108",299.286912751678,0.0229865771812081,"seagrass",1025.17,0.88,8.46,13402.32,0.01
"2109",299.34932885906,0.0229865771812081,"seagrass",1025.17,0.88,8.46,13335.61,0.01
"2110",299.411744966443,0.0229865771812081,"seagrass",1025.17,0.88,8.46,13269.24,0.01
"2111",299.474161073826,0.0229865771812081,"seagrass",1025.16,0.87,8.46,13203.23,0.01
"2112",299.536577181208,0.0229865771812081,"seagrass",1025.16,0.87,8.46,13137.56,0.01
"2113",299.598993288591,0.0229865771812081,"seagrass",1025.16,0.87,8.46,13072.23,0.01
"2114",299.661409395973,0.0229865771812081,"seagrass",1025.16,0.87,8.46,13007.25,0.01
"2115",299.723825503356,0.0229865771812081,"seagrass",1025.15,0.87,8.46,12942.61,0.01
"2116",299.786241610738,0.0229865771812081,"seagrass",1025.15,0.87,8.46,12878.3,0.01
"2117",299.848657718121,0.0229865771812081,"seagrass",1025.14,0.87,8.46,12814.33,0.01
"2118",299.911073825503,0.0229865771812081,"seagrass",1025.14,0.87,8.46,12750.7,0.01
"2119",299.973489932886,0.0229865771812081,"seagrass",1025.13,0.87,8.46,12687.4,0.01
"2120",300.035906040268,0.0229865771812081,"seagrass",1025.13,0.86,8.46,12624.42,0.01
"2121",300.098322147651,0.0229865771812081,"seagrass",1025.12,0.86,8.46,12561.78,0.01
"2122",300.160738255034,0.0229865771812081,"seagrass",1025.11,0.86,8.46,12499.46,0.01
"2123",300.223154362416,0.0229865771812081,"seagrass",1025.1,0.86,8.46,12437.47,0.01
"2124",300.285570469799,0.0229865771812081,"seagrass",1025.1,0.86,8.46,12375.8,0.01
"2125",300.347986577181,0.0229865771812081,"seagrass",1025.09,0.86,8.46,12314.45,0.01
"2126",300.410402684564,0.0229865771812081,"seagrass",1025.08,0.86,8.46,12253.42,0.01
"2127",300.472818791946,0.0229865771812081,"seagrass",1025.07,0.86,8.46,12192.71,0.01
"2128",300.535234899329,0.0229865771812081,"seagrass",1025.06,0.86,8.46,12132.31,0.01
"2129",300.597651006711,0.0229865771812081,"seagrass",1025.05,0.85,8.46,12072.22,0.01
"2130",300.660067114094,0.0229865771812081,"seagrass",1025.03,0.85,8.46,12012.45,0.01
"2131",300.722483221477,0.0229865771812081,"seagrass",1025.02,0.85,8.45,11952.98,0.01
"2132",300.784899328859,0.0229865771812081,"seagrass",1025.01,0.85,8.45,11893.82,0.01
"2133",300.847315436242,0.0229865771812081,"seagrass",1024.99,0.85,8.45,11834.97,0.01
"2134",300.909731543624,0.0229865771812081,"seagrass",1024.98,0.85,8.45,11776.42,0.01
"2135",300.972147651007,0.0229865771812081,"seagrass",1024.96,0.85,8.45,11718.18,0.01
"2136",301.034563758389,0.0229865771812081,"seagrass",1024.95,0.85,8.45,11660.23,0.01
"2137",301.096979865772,0.0229865771812081,"seagrass",1024.93,0.85,8.45,11602.58,0.01
"2138",301.159395973154,0.0229865771812081,"seagrass",1024.91,0.84,8.45,11545.23,0.01
"2139",301.221812080537,0.0229865771812081,"seagrass",1024.89,0.84,8.45,11488.17,0.01
"2140",301.284228187919,0.0229865771812081,"seagrass",1024.87,0.84,8.45,11431.4,0.01
"2141",301.346644295302,0.0229865771812081,"seagrass",1024.85,0.84,8.45,11374.93,0.01
"2142",301.409060402685,0.0229865771812081,"seagrass",1024.83,0.84,8.45,11318.74,0.01
"2143",301.471476510067,0.0229865771812081,"seagrass",1024.81,0.84,8.45,11262.84,0.01
"2144",301.53389261745,0.0229865771812081,"seagrass",1024.79,0.84,8.45,11207.23,0.01
"2145",301.596308724832,0.0229865771812081,"seagrass",1024.76,0.84,8.45,11151.9,0.01
"2146",301.658724832215,0.0229865771812081,"seagrass",1024.73,0.84,8.45,11096.85,0.01
"2147",301.721140939597,0.0229865771812081,"seagrass",1024.71,0.83,8.45,11042.08,0.01
"2148",301.78355704698,0.0229865771812081,"seagrass",1024.68,0.83,8.45,10987.59,0.01
"2149",301.845973154362,0.0229865771812081,"seagrass",1024.65,0.83,8.45,10933.37,0.01
"2150",301.908389261745,0.0229865771812081,"seagrass",1024.62,0.83,8.45,10879.42,0.01
"2151",301.970805369128,0.0229865771812081,"seagrass",1024.59,0.83,8.45,10825.75,0.01
"2152",302.03322147651,0.0229865771812081,"seagrass",1024.56,0.83,8.45,10772.35,0.01
"2153",302.095637583893,0.0229865771812081,"seagrass",1024.52,0.83,8.45,10719.22,0.01
"2154",302.158053691275,0.0229865771812081,"seagrass",1024.48,0.83,8.45,10666.35,0.01
"2155",302.220469798658,0.0229865771812081,"seagrass",1024.45,0.83,8.45,10613.75,0.01
"2156",302.28288590604,0.0229865771812081,"seagrass",1024.41,0.82,8.45,10561.4,0.01
"2157",302.345302013423,0.0229865771812081,"seagrass",1024.37,0.82,8.45,10509.32,0.01
"2158",302.407718120805,0.0229865771812081,"seagrass",1024.32,0.82,8.45,10457.5,0.01
"2159",302.470134228188,0.0229865771812081,"seagrass",1024.28,0.82,8.45,10405.93,0.01
"2160",302.53255033557,0.0229865771812081,"seagrass",1024.23,0.82,8.44,10354.62,0.01
"2161",302.594966442953,0.0229865771812081,"seagrass",1024.18,0.82,8.44,10303.55,0.01
"2162",302.657382550336,0.0229865771812081,"seagrass",1024.13,0.82,8.44,10252.74,0.01
"2163",302.719798657718,0.0229865771812081,"seagrass",1024.08,0.82,8.44,10202.18,0.01
"2164",302.782214765101,0.0229865771812081,"seagrass",1024.02,0.81,8.44,10151.86,0.01
"2165",302.844630872483,0.0229865771812081,"seagrass",1023.96,0.81,8.44,10101.78,0.01
"2166",302.907046979866,0.0229865771812081,"seagrass",1023.9,0.81,8.44,10051.94,0.01
"2167",302.969463087248,0.0229865771812081,"seagrass",1023.84,0.81,8.44,10002.34,0.01
"2168",303.031879194631,0.0229865771812081,"seagrass",1023.77,0.81,8.44,9952.97,0.01
"2169",303.094295302013,0.0229865771812081,"seagrass",1023.7,0.81,8.44,9903.84,0.01
"2170",303.156711409396,0.0229865771812081,"seagrass",1023.63,0.81,8.44,9854.94,0.01
"2171",303.219127516779,0.0229865771812081,"seagrass",1023.55,0.81,8.44,9806.27,0.01
"2172",303.281543624161,0.0229865771812081,"seagrass",1023.47,0.81,8.44,9757.82,0.01
"2173",303.343959731544,0.0229865771812081,"seagrass",1023.39,0.8,8.44,9709.59,0.01
"2174",303.406375838926,0.0229865771812081,"seagrass",1023.3,0.8,8.44,9661.58,0.01
"2175",303.468791946309,0.0229865771812081,"seagrass",1023.2,0.8,8.43,9613.78,0.01
"2176",303.531208053691,0.0229865771812081,"seagrass",1023.1,0.8,8.43,9566.19,0.01
"2177",303.593624161074,0.0229865771812081,"seagrass",1023,0.8,8.43,9518.82,0.01
"2178",303.656040268456,0.0229865771812081,"seagrass",1022.89,0.8,8.43,9471.64,0.01
"2179",303.718456375839,0.0229865771812081,"seagrass",1022.77,0.8,8.43,9424.67,0.01
"2180",303.780872483221,0.0229865771812081,"seagrass",1022.65,0.8,8.43,9377.89,0.01
"2181",303.843288590604,0.0229865771812081,"bistable",1022.52,0.79,8.43,9331.3,0.01
"2182",303.905704697987,0.0229865771812081,"bistable",1022.39,0.79,8.43,9284.9,0.01
"2183",303.968120805369,0.0229865771812081,"bistable",1022.24,0.79,8.43,9238.68,0.01
"2184",304.030536912752,0.0229865771812081,"bistable",1022.09,0.79,8.42,9192.63,0.01
"2185",304.092953020134,0.0229865771812081,"bistable",1021.92,0.79,8.42,9146.75,0.01
"2186",304.155369127517,0.0229865771812081,"bistable",1021.75,0.79,8.42,9101.03,0.01
"2187",304.217785234899,0.0229865771812081,"bistable",1021.56,0.79,8.42,9055.46,0.01
"2188",304.280201342282,0.0229865771812081,"bistable",1021.37,0.79,8.42,9010.03,0.01
"2189",304.342617449664,0.0229865771812081,"bistable",1021.15,0.78,8.42,8964.74,0.01
"2190",304.405033557047,0.0229865771812081,"bistable",1020.93,0.78,8.41,8919.57,0.01
"2191",304.46744966443,0.0229865771812081,"bistable",1020.68,0.78,8.41,8874.52,0.01
"2192",304.529865771812,0.0229865771812081,"bistable",1020.42,0.78,8.41,8829.55,0.02
"2193",304.592281879195,0.0229865771812081,"bistable",1020.14,0.78,8.41,8784.67,0.02
"2194",304.654697986577,0.0229865771812081,"bistable",1019.83,0.78,8.41,8739.86,0.02
"2195",304.71711409396,0.0229865771812081,"bistable",1019.49,0.78,8.4,8695.08,0.02
"2196",304.779530201342,0.0229865771812081,"bistable",1019.13,0.78,8.4,8650.32,0.02
"2197",304.841946308725,0.0229865771812081,"bistable",1018.73,0.77,8.4,8605.55,0.02
"2198",304.904362416107,0.0229865771812081,"bistable",1018.3,0.77,8.39,8560.74,0.02
"2199",304.96677852349,0.0229865771812081,"bistable",1017.82,0.77,8.39,8515.84,0.02
"2200",305.029194630872,0.0229865771812081,"bistable",1017.28,0.77,8.38,8470.81,0.02
"2201",305.091610738255,0.0229865771812081,"bistable",1016.69,0.77,8.38,8425.59,0.02
"2202",305.154026845638,0.0229865771812081,"bistable",1016.03,0.77,8.37,8380.11,0.02
"2203",305.21644295302,0.0229865771812081,"bistable",1015.29,0.77,8.37,8334.27,0.02
"2204",305.278859060403,0.0229865771812081,"bistable",1014.44,0.77,8.36,8287.97,0.03
"2205",305.341275167785,0.0229865771812081,"bistable",1013.47,0.76,8.35,8241.05,0.03
"2206",305.403691275168,0.0229865771812081,"bistable",1012.36,0.76,8.34,8193.34,0.03
"2207",305.46610738255,0.0229865771812081,"bistable",1011.06,0.76,8.33,8144.58,0.03
"2208",305.528523489933,0.0229865771812081,"bistable",1009.53,0.76,8.32,8094.43,0.03
"2209",305.590939597315,0.0229865771812081,"bistable",1007.68,0.76,8.31,8042.42,0.04
"2210",305.653355704698,0.0229865771812081,"bistable",1005.44,0.76,8.29,7987.86,0.04
"2211",305.715771812081,0.0229865771812081,"bistable",1002.63,0.76,8.27,7929.74,0.04
"2212",305.778187919463,0.0229865771812081,"bistable",999.04,0.76,8.24,7866.45,0.05
"2213",305.840604026846,0.0229865771812081,"bistable",994.26,0.75,8.2,7795.37,0.06
"2214",305.903020134228,0.0229865771812081,"bistable",987.61,0.75,8.15,7711.73,0.07
"2215",305.965436241611,0.0229865771812081,"bistable",977.68,0.75,8.07,7606.13,0.08
"2216",306.027852348993,0.0229865771812081,"bistable",961.23,0.75,7.94,7456.54,0.11
"2217",306.090268456376,0.0229865771812081,"bistable",928.37,0.74,7.69,7195.82,0.16
"2218",306.152684563758,0.0229865771812081,"bistable",819.43,0.73,6.83,6417.92,0.34
"2219",306.215100671141,0.0229865771812081,"bare",0,0.14,0,117.3,1.15
